1,988
1,976
1,979
1,975
1,969
1,967
1,963
1,958
1,956
1,949
1,956
1,954
1,954
1,952
1,956
1,957
1,956
1,952
1,962
1,957
1,960
1,954
1,961
1,976
1,964
1,984
1,983
1,971
1,977
1,974
1,997
2,008
2,022
2,021
2,014
2,023
2,010
2,004
2,011
2,006
2,016
2,019
2,023
2,035
2,033
2,035
2,036
2,027
2,039
2,030
2,047
2,056
2,050
2,041
2,036
2,033
2,032
2,022
2,025
2,020
2,019
2,017
2,020
2,015
2,011
2,010
2,003
1,996
2,005
2,000
2,014
2,007
2,007
2,009
1,998
1,992
1,994
1,981
1,989
1,985
1,995
2,001
2,008
2,010
2,012
2,013
2,019
2,016
2,021
2,012
2,013
2,011
2,006
2,008
1,998
1,997
1,998
1,992
1,996
1,985
1,984
1,987
1,980
1,985
1,980
1,984
1,997
1,994
2,016
2,012
2,018
2,018
2,010
2,011
2,005
2,002
2,009
1,999
2,008
2,000
1,993
2,001
1,993
1,992
1,986
1,979
1,981
1,972
1,979
1,977
1,972
1,977
1,970
1,986
1,982
1,978
1,986
1,971
1,986
1,983
1,990
1,992
1,988
1,996
2,001
1,997
2,004
1,995
2,000
1,996
1,986
1,994
1,986
1,989
1,985
1,975
1,979
1,971
1,973
1,974
1,966
1,964
1,960
1,956
1,954
1,952
1,953
1,943
1,952
1,950
1,942
1,952
1,944
1,961
1,965
1,957
1,963
1,951
1,955
1,956
1,956
1,957
1,956
1,949
1,966
1,959
1,971
1,975
1,987
1,994
1,994
2,005
2,005
2,005
1,998
1,998
2,008
1,992
1,994
1,997
1,990
1,994
1,982
1,984
1,985
1,971
1,977
1,972
1,974
1,977
1,966
1,970
1,967
1,963
1,976
1,969
1,970
1,980
1,978
1,988
1,979
1,983
1,975
1,978
1,979
1,978
1,977
1,967
1,963
1,970
1,964
1,971
1,987
1,988
1,996
1,992
1,990
1,992
1,983
1,981
1,986
1,992
1,983
1,984
1,986
1,984
1,992
1,989
1,990
1,993
1,987
1,996
1,993
1,987
1,993
1,980
1,980
1,983
1,973
1,985
1,967
1,966
1,969
1,969
1,974
1,972
1,974
1,974
1,974
1,969
1,959
1,964
1,967
1,962
1,966
1,959
1,958
1,960
1,957
1,959
1,951
1,953
1,955
1,952
1,955
1,948
1,951
1,956
1,946
1,957
1,948
1,945
1,945
1,950
1,943
1,936
1,941
1,942
1,937
1,945
1,932
1,942
1,945
1,933
1,940
1,947
1,941
1,949
1,939
1,953
1,958
1,973
1,976
1,993
2,004
2,009
2,008
2,012
2,010
2,008
1,999
1,992
1,989
1,986
1,986
1,981
1,975
1,980
1,979
1,984
1,984
1,986
1,987
1,988
1,997
1,993
1,994
1,998
1,991
1,994
1,989
1,982
1,992
1,981
1,990
1,984
1,985
1,981
1,976
1,977
1,981
1,974
1,974
1,965
1,968
1,969
1,966
1,971
1,967
1,975
1,982
1,977
1,985
1,977
1,987
1,990
1,981
1,987
1,982
1,987
1,988
1,983
1,989
1,981
1,981
1,974
1,971
1,975
1,972
1,975
1,979
1,986
1,986
1,980
1,985
1,983
1,990
1,994
2,000
1,996
2,002
1,994
2,000
2,000
2,006
2,004
2,002
2,001
1,990
1,991
1,994
1,996
2,000
1,998
2,004
2,006
2,008
2,018
2,017
2,013
2,016
2,008
2,019
2,009
2,011
2,014
2,008
2,003
2,002
1,998
1,999
1,996
1,998
1,989
1,982
1,989
1,985
1,997
1,995
1,987
1,987
1,981
1,988
1,983
1,981
1,981
1,971
1,973
1,979
1,970
1,973
1,970
1,973
1,981
1,976
1,982
1,975
1,981
1,980
1,976
1,970
1,970
1,978
1,974
1,969
1,973
1,960
1,973
1,982
1,975
1,983
1,972
1,984
1,981
1,977
1,973
1,970
1,977
1,975
1,973
1,977
1,969
1,977
1,975
1,981
1,994
1,994
1,996
1,996
1,993
2,000
1,999
2,011
2,010
2,013
2,020
2,017
2,021
2,019
2,017
2,017
2,008
2,016
2,013
2,016
2,030
2,011
2,011
2,011
2,004
2,004
1,991
1,995
1,997
1,995
1,996
1,989
1,993
1,998
1,989
1,988
1,982
1,979
1,991
1,992
2,011
2,001
1,997
1,997
1,995
1,999
1,989
1,988
1,988
1,982
1,987
1,989
1,994
1,998
1,991
2,003
1,994
1,993
1,990
1,989
1,990
1,983
1,985
1,982
1,976
1,980
1,978
1,974
1,977
1,967
1,972
1,972
1,972
1,988
1,985
1,997
1,997
2,000
2,003
2,003
2,004
2,006
1,998
2,001
1,995
2,003
1,998
1,995
1,997
1,999
1,991
1,992
1,986
1,994
1,984
